Date	Open	High	Low	Close	Volume
2026-04-29 09:43:27.943458	10.68	10.69	10.62	10.67	20247
2026-04-29 10:43:27.943458	10.7	10.82	10.69	10.77	166543
2026-04-29 11:43:27.943458	10.81	10.93	10.79	10.91	162200
2026-04-29 12:43:27.943458	10.92	10.98	10.89	10.95	27793
2026-04-29 13:43:27.943458	10.94	10.98	10.9	10.91	175809
2026-04-30 09:43:27.943458	10.93	11.02	10.88	10.97	42670
2026-04-30 10:43:27.943458	11.01	11.13	10.98	11.1	214243
2026-04-30 11:43:27.943458	11.09	11.11	11.0	11.05	199382
2026-04-30 12:43:27.943458	11.02	11.03	10.93	10.95	59352
2026-04-30 13:43:27.943458	10.94	10.97	10.87	10.92	156921
2026-05-01 09:43:27.943458	10.93	10.98	10.88	10.96	282994
2026-05-01 10:43:27.943458	10.92	10.93	10.76	10.81	117789
2026-05-01 11:43:27.943458	10.82	10.91	10.78	10.86	29880
2026-05-01 12:43:27.943458	10.86	10.91	10.84	10.86	102101
2026-05-01 13:43:27.943458	10.85	10.86	10.78	10.81	137523
2026-05-02 09:43:27.943458	10.83	10.89	10.78	10.87	94431
2026-05-02 10:43:27.943458	10.86	10.88	10.83	10.84	213656
2026-05-02 11:43:27.943458	10.85	10.9	10.82	10.87	141392
2026-05-02 12:43:27.943458	10.84	10.85	10.74	10.77	116579
2026-05-02 13:43:27.943458	10.8	10.86	10.76	10.85	221093
2026-05-03 09:43:27.943458	10.84	10.89	10.78	10.81	122539
2026-05-03 10:43:27.943458	10.8	10.82	10.77	10.79	201984
2026-05-03 11:43:27.943458	10.76	10.78	10.67	10.68	45965
2026-05-03 12:43:27.943458	10.66	10.7	10.59	10.6	258015
2026-05-03 13:43:27.943458	10.55	10.57	10.41	10.45	11251
